round,loss,accuracy,num_clients
1,21.29292106628418,0.11900000274181366,2
2,4.201604843139648,0.49399998784065247,2
3,2.1354856491088867,0.727400004863739,2
4,1.2644915580749512,0.7921000123023987,2
5,2.9631600379943848,0.7430999875068665,2
6,2.0132052898406982,0.7465000152587891,2
7,1.8098621368408203,0.757099986076355,2
8,1.3898972272872925,0.7904999852180481,2
9,1.2382618188858032,0.8030999898910522,2
10,1.0102887153625488,0.8258000016212463,2
11,2.78167724609375,0.6746000051498413,2
12,3.1468894481658936,0.6535999774932861,2
13,0.8760207295417786,0.858299970626831,2
14,0.7011495232582092,0.8809999823570251,2
15,0.8294217586517334,0.8626999855041504,2
16,0.8007782101631165,0.8680999875068665,2
17,0.8078503608703613,0.8658000230789185,2
18,0.7491232752799988,0.8722000122070312,2
19,0.7654778957366943,0.871999979019165,2
20,0.7862259745597839,0.8654000163078308,2
21,0.6969209909439087,0.8809000253677368,2
22,1.8878730535507202,0.7264000177383423,2
23,0.8724842071533203,0.8543000221252441,2
24,0.8292363286018372,0.8593000173568726,2
25,0.7940647006034851,0.8650000095367432,2
